,Name,Category,Content
1390,Đúng giờ,Truyện cười tình yêu,"Thấy An cứ gãi tay gãi chân

- Tùng: Bị muỗi chích à? Sao ko thoa thuốc chống muỗi vào?

- An: Nhưng chưa tới giờ.

- Tùng: ???

- An: Trên bao bì có ghi: “Có hiệu quả từ 6 đến 8 giờ” Mà bây giờ mới có 5 giờ thôi.

- Tùng: ???"
1391,Tấm hay cám,Truyện cười học sinh,"Đẹt đang ngủ mơ màng bỗng:
 - GV: Đẹt qua câu chuyện vừa đọc em thấy ghét nhân vật nào. Tấm hay Cám vì sao?
 - Đẹt:(lắp bắp) Dạ…Dạ thưa cô em thấy ghét cám hơn vì ngày nào em cũng phải nấu “cám lợn”
 - GV: Trời đất!!!"
1392,Chào cô! Bố em,Truyện cười học sinh,"Một học sinh nghỉ học không có lý do.
- Cô giáo hỏi:Tại sao hôm qua em không đi học?
- Thưa cô... vì em bị ốm ạ.
- Chậm nhất là ngày mai em phải đưa cô giấy của bố hoặc mẹ em.
- Vâng, thưa cô.
Hôm sau, học sinh đưa cô giáo tờ giấy có những dòng chữ sau đây: ""Thưa cô giáo, con tôi nghỉ học hôm qua vì nó bị ốm. Chào cô. Bố em"". "
1393,Giúp nạn nhân ngã chết,Truyện cười y học,"Trong phiên toà, bị cáo, nguyên là một luật sư, đang trả lời các câu hỏi của chánh án:
- Tại sao anh giết người đàn ông đó?
- Thưa tòa, tôi không giết anh ta. Hôm đó, tôi về đến nhà, vừa mở cửa thì thấy hắn chạy ra và bị vấp vào tôi nên đã ngã, đầu đập xuống cầu thang.
- Nhưng kết quả giám định cho thấy nạn nhân bị nhiều vết thương xung quanh đầu.
- Vâng, vì khi được tôi giúp đứng lên thì anh ta lại tự ngã xuống, cứ như vậy...khoảng 20 lần."
1394,Mất trộm bò..,Truyện cười dân gian," 
Một người vừa mới tậu được con bò. Tối đi ngủ, anh ta đã chốt chuồng bò cẩn thận rồi lại đặt cái chõng ngay giữa lối ra vào mà nằm ngủ. ấy thế mà ban đêm, kẻ trộm vẫn vào dắt mất bò của anh ta. Xót ruột, anh ta trình quan:
- Bẩm quan, chắc là chúng nó dắt bò chui qua chõng con nằm mà đi ra.
Quan nghe nói vô lý quả bật cười:
- Con bò chứ có phải con chó, con mèo đâu mà chui qua gầm chõng!
- Dạ, bẩm quan, thế thì chúng nó dắt bò của con đi lối nào? Sáng dậy cái chõng con nằm vẫn để y nguyên ở chỗ cũ chắn lối ra vào kia mà!
- Ðồ ngốc! Mày ngủ say, chúng nó khiêng chõng mày nằm ra một bên, dắt bò ra rồi lại khiêng về chỗ cũ…
Người kia như vỡ lẽ, nói:
- à, thế ra quan thông đồng với bọn trộm, nên mới tỏ tường được như thế chứ!"
1395,Tương tự nhau,Truyện cười tình yêu,"Trong giờ học về hôn nhân, giáo sư hỏi sinh viên:
- Anh có hiểu tại sao người ta nói hôn nhân giống như giông bão không?
- Thưa giáo sư, bởi vì cả hai đều bắt đầu bằng sự cuốn hút, giằng co, tàn phá dữ dội rồi nổ tung. Cho đến khi mọi sự yên lặng trở lại thì bạn mất luôn cả cái nhà đang ở."
1396,CHỒNG EM...EM ƯỚC...,Thơ ca cười,"Em ước chồng em như giáo viên
""Trả bài"" anh nghĩ đến thường xuyên
Đêm về cứ thế không cần nhắc
Cuộc sống vui tươi hết muộn phiền.
Em muốn chồng như bác sỹ cơ
Chả cần văn vẻ, chả làm thơ
Cứ vào là bắt cởi quần áo
Nhanh gọn để em khỏi phải chờ.
Em lại ước chồng giống phi công
Máy bay anh lái cứ như không
Tọa độ chỗ nào anh rõ hết
Khỏi phải lò mò, đỡ mất công.
Em thích chồng như thợ điện nè
Rất giỏi lần theo những cái khe
Mỗi khi anh cắm vào trong ổ
Máy móc theo nhau chạy phè phè.
Em cũng muốn chồng giống sỹ quan
Súng ống luôn luôn được sẵn sàng
Anh bắn phát nào ra phát đấy
Trăm lần trăm trúng, nghĩ mà ham.
Em thích chồng như một chuyên gia
Chứng khoán kinh doanh rất tài ba
Khi lên, khi xuống, khi trồi sụt
Quy luật anh thông, khỏe đến già.
Em ước chồng như sếp ngân hàng
Luôn nhắc người ta nhớ kỹ càng
Nếu mà rút sớm thì sẽ thiệt
Lợi ích đôi bên giảm rõ ràng.
Vẫn biết mỗi nghề một hay riêng
Quan trọng chồng em phải thật siêng
Mỗi nghề học lấy vài ưu điểm
Như kể trên này, ắt lên tiên."
1397,"Trời, thuốc tốt mà…",Truyện cười tam quốc,"Lại nói về Quan Vũ
Quan Zu thần oai hiển hách trên chiến trường nhưng ở nhà chỉ là 1 con cún trước vợ, Vũ lao vào quân địch như con sói lao vào bầy dê nhưng vợ lại là Sư tử…Hơn nữa Quan Vũ lại sợ gián (???) but why?? Vì Quan Zu sợ vợ mà vợ sợ gián nên…..
Wife : Sao mày đánh nhau thì giỏi thế mà lau nhà quét nhà thế nào toàn thấy gián là sao…từ giờ tao con thấy 1 con gián là mày bye bye 1 cái răng nghe chưa…vì thế Vũ sợ gián cũng phải..
QZ không biết làm sao bèn cầu cứu Hoa Đà : ngày xưa mày học trung cấp thú y đúng không, làm ơn cho tao thuốc diệt gián không thì vợ tao giết tao mất..
HĐ : Đây cầm lấy cái lọ này…mày xịt quanh nhà đảm bảo lũ gián trong nhà sẽ sang chiến đấu với gián nhà thằng Trương Phi hết..nhớ đọc kỹ hướng dẫn trước khi sử dụng..
Vài hôm sau, HĐ đến thăm QZ thì thấy 1 cụ già cao lớn, râu dài, móm đang ngồi ăn cháo..
HĐ : Cụ làm ơn cho cháu gặp QZ
Cụ già : Tao đây chứ ai…
HĐ : Trời thế răng mày đâu hết rồi….râu dài + móm làm tao tưởng ông nào..
QZ : Mie, nhờ thuốc của mày nên từ giờ tao toàn ăn cháo…
HĐ : trời, thuốc tốt mà…
QZ : Uh, tốt quá…lũ gián nhà tao sang nhà thằng Phi chiến đấu rất hăng và bắt về cơ man nào là tù binh…."
1398,Cho chắc ăn..,Truyện cười công sở, 
1399,1088,Truyện cười học sinh,"- Tú: Nam ơi! Cậu cho tớ cái ảnh của nhóm 1088 đi.
 - Nam: Ừ, chờ tí nữa vào lớp tớ đưa cho.
 - Trống vào học.
 - Tú: Ảnh của tớ đâu?
 - Nam: Đây này ! 1 anh, 0 văn, 8 sử, 8 hóa. Chả là 1088 là gì?
 - Tú: Trời!!!"
1400,Đánh Giá Cao..,Truyện tiếu lâm,"Một họa sĩ mới thành tài khoe với bạn:
Năm rồi tôi có vẽ một bức cho Viện Hàn lâm Nghệ thuật đấy!
Thế có được treo không?
 
 Có chứ! Treo ngay cổng chính ra vào ai cũng có thể nhìn thấy nó.
Thế anh vẽ cái gì mà được đánh giá cao vậy!
Một tấm bảng đề: “Nhà vệ sinh hãy đi vào cổng bên trái”."
1401,Phê đơn xin li dị..,Truyện cười dân gian,"Hai vợ chồng nhà nọ xích mích với nhau đã lâu. Thấy khó lòng chung sống, chị vợ vác đơn lên quan huyện xin li dị để lấy chồng khác. Xem đơn, quan thấy việc xin li dị của chị vợ này không chính đáng, hơn nữa thấy chị ta cũng chẳng có lễ lạt gì, nên quan liền phê một câu vào đơn bằng chữ Hán “Phố hồi cải giá bất đắc phu cựu”, nghĩa là “Cho về lấy chồng không được, cứ chồng cũ”.
Chị ta không hiểu gì, vội mang đơn về nhờ thầy đồ trong xóm giảng hộ. Xem qua lời phê, thầy đồ biết ý quan huyện, song muốn nhân dịp này vạch cái dốt mà sính chữ của quan cho thiên hạ thấy. Ông bảo chị kia:
- Thế là chị toại nguyện rồi đấy nhé. Lời quan phê, rành rành ra đây này.
“Phó hồi cải giá” nghĩa là cho về lấy chồng khác”, còn “bất đắc phu cựu” nghĩa là “không được trở về với chồng cũ”.
Ðược lời như cởi tấm lòng, chị kia lấy chồng ngay. Tự nhiên mất vợ, người chồng cũ phát đơn lên tỉnh kiện về việc quan huyện vô cớ phê chuẩn cho vợ mình đi lấy chồng khác. Bị quan trên quở trách là không nắm vững luật lệ, là ngu xuẩn, quan huyện tắc họng không dám cãi nửa lời. Ra khỏi tỉnh đường, quan huyện chửi đổng:
- Cha cái lão thầy đồ nào đã bày cho nó cách ngắt câu!
Từ đó quan cạch đến già không dám phê đơn bằng chữ Hán nữa."
1402,Tình ngay lý gian…,Truyện cười tình yêu," 
Thương gia nọ đi giao dịch ở đâu cũng đưa vợ theo. Ông bảo vợ chờ ở khách sạn chừng một tiếng trong lúc mình đi đăng ký với ban tổ chức.
Khi ông chồng đi khỏi, người vợ leo lên giường nằm. Đột nhiên vì một chiếc tàu hỏa chạy qua ngay sát cửa sổ và cô ta bị hất tung xuống sàn nhà.



Lúc con tàu chạy qua và căn phòng hết rung chuyển, người vợ leo lên giường ngủ tiếp. Vừa thiu thiu chợt mắt thì một đoàn tàu khác lại ầm ầm chạy qua, hất cô xuống sàn nhà. Sau vài lần như vậy, cô ta cáu lắm bèn gọi điện xuống quầy lễ tân đòi gặp người quản lý khách sạn và chỉ vài phút sau ông ta đã có mặt ở trên phòng.
Khi nghe phàn nàn, ông quản lý tỏ ra ngờ vực. Thấy vậy, cô vợ ông thương gia bảo:
- Đây, ông lên nằm đúng chỗ này này, chỉ tí nữa thôi là ông sẽ bị ném xuống sàn nhà ngay.
Dứt lời, cô ta nằm xích vào trong, lấy chỗ cho người quản lý. Hơi ngại, nhưng vì muốn chứng minh là căn phòng không có vấn đề gì, ông quản lý cũng lên giường nằm. Đúng lúc đó, cửa phòng bật mở và ông chồng bước vào. Nhìn thấy sự thể, ông tái mặt, rút súng ra và gầm lên:
- Các người đang làm trò gì thế hả?
Người quản lý đáp:
- Thưa ông, có thể là ông không tin nhưng thực sự là tôi đang nằm đây chờ tàu."
1403,Sống trong thời kỳ nào?,Truyện cười học sinh,"- Nè, mày chép hoài của tao vậy không sợ giống nhau thầy trừ điểm à?
 - Yên tâm đi, bài của mày là ""Ông sống trong thời kỳ xã hội đen tối!"". Còn của tao là: ""Ông sống trong thời kỳ xã hội đen!""
 - ???"
1404,Gói từng quả,Truyện cười công sở,"Tại một cửa hàng tạp hóa.
- Cái gì đây? Chuối à? Cho tôi 5 kg! Gói riêng từng quả nhé!
- Vài phút sau.
- Đây là cái gì? Cam à? Cho 5 kg! Nhớ gói riêng từng trái một!
- Vài phút sau nữa.
- Còn đây?
- Người bán hàng nói với giọng đề phòng: Hạt hướng dương, thưa ông. Nhưng cái này không bán được."
1405,"Khịt khịt, thèm thịt với xôi..",Truyện cười dân gian,"Tại một làng nọ, theo thường lệ, vào các ngày rằm, mồng một mỗi tháng, ông từ biện một cái lễ gồm nải chuối, be rượu đến thắp hương ở đền rồi bưng về.
Lần ấy, lúc ông trở ra đền thấy nải chuối chỉ còn vỏ, rượu không còn một giọt. Cho là thần đã hiện về. Nhất là khi ông thấy có một đống vải đổ trùm cái gì đó trên giường thờ và trong đó có tiếng phát ra : “Khịt, khịt, thèm thịt với xôi!”.
Lập tức ông “Dạ, dạ!” rồi chạy ngay về bàn với cụ Lý. Nhưng cụ Lý vì đi lại với gái, bị vợ bắt được, chửi toáng lên, nên đi đâu vắng đã ba hôm nay. Bèn đến bàn với ông phó Lý, rồi về nhà làm xôi gà ra đền thắp hương cúng vái tử tế. Xong rồi ông đóng cửa đền lại để đó.
Cuối cùng lúc trở ra, thì cỗ xôi con gà cũng đã biến mất. Ðang lo thần quở lễ bạc, ông từ bỗng thấy cái đống trùm vải đỏ trên giường cựa quậy rồi nghe: “Soẹt! Soẹt” một tràng dài. Thắp đèn lên, ông thấy một người trùm một bức vải màu đỏ chạy thẳng một mạch ra khỏi đền, mùi thối nồng nặc. Hoá ra không phải thần mà là cụ Lý nhịn đói đã ba hôm, nay được bữa chén no nê nhưng không may bị đau bụng đi té re, ngài phải vùng chạy."
1406,Còn buồn hơn,Truyện cười gia đình,"Hai bà mẹ ngồi tâm sự:
- Tôi buồn quá chị ạ. Bốn đứa con gái lớn rồi chỉ kiếm được có mỗi một chàng rể.
- Tôi còn buồn hơn bà ấy chứ. Tôi chỉ có một đứa con gái mà có tới thằng rể thứ năm rồi."
1407,Hè và đông,Truyện cười khác,"- Tí: Đố cậu tại sao mùa nắng gọi là mùa hè?

- Tèo: Dễ ợt. Mùa nóng nằm ngoài hè thì mát

- Tí: Thế tại sao mùa rét gọi là mùa đông?

- Tèo: Vì mùa rét nằm đông người ấm chứ sao"
1408,Câu,Truyện cười gia đình,"- Em: Chị ơi, đặt cho em 4 lọai câu: nghi vấn, cảm thán, cầu khiến, trần thuật.
 - Chị (Đang mải xem tivi): Em viết lần lượt: Ai là triệu phú, Chiếc nón kỳ diệu, Hãy chọn giá đúng, Ở nhà chủ nhật.
 - Em: ???"
1409,Không thể tin tưởng,Truyện cười y học,"Bác sĩ trưởng khoa hỏi bệnh nhân đang thở hồng hộc trong hành lang:
 - Sắp bắt đầu mổ cho anh, tại sao anh lại bỏ chạy khỏi phòng giải phẫu?
 - Vì cô y tá nói: “Yêu cầu không hoảng loạn như vậy. Mổ ruột thừa là một phẫu thuật đơn giản nhất trong tất cả các loại phẫu thuật...”.
 - Thì đúng là như thế chứ sao!
 - Đã đành. Nhưng mà cô ấy nói không phải với tôi mà là với anh bác sĩ trẻ đang cầm con dao mổ..."
1410,Ngâm bằng gì?,Truyện cười công sở,"Khách hàng hỏi người bán:
- Rượu tắc kè ngâm bằng gì thế?
- Bằng tắc kè.
- Rượu rắn?
- Ngâm bằng rắn.



- Rượu sâm?

-Ông này hỏi buồn cười nhỉ.

- Thì đương nhiên ngâm sâm rồi.
- Vậy rượu Na-pô-lê-ông?
- !!!"
1411,Có thể...,Truyện cười tình yêu,"Một đôi đang hẹn hò trong rạp chiếu phim. Trong phim, người vợ đang tức giận, quát mắng chồng vì anh ta ngoại tình.
 - Anh nghĩ gì mà thừ ra thế?
 - Không có gì, anh đang nghĩ là sau này, khi là chồng em, anh có bị mắng như vậy ko nhỉ?
 - !!?!!???"
1412,Kéo hai chân thì sao?,Truyện cười gia đình,"Một bà sang nhà hàng xóm chơi, thấy trong lồng có một con vẹt và trên mỗi chân nó là một sợi chỉ, bà ta tò mò:
- Bà buộc chân nó làm gì vậy?
- À, đây không phải là con vẹt bình thường đâu. Nếu bà giật sợi chỉ bên phải, nó sẽ nói bằng tiếng Đức. Giật sợi chỉ bên trái, nó sẽ nói bằng tiếng Anh.
- Thế nếu như giật cả hai dây cùng một lúc?
- Con vẹt lập tức lên tiếng: Bà điên à? Thế thì tôi té mất còn gì!"
1413,Tây du ký chế: Hồi 1 cứu Tôn Ngộ Không,Tây du ký chế,"Lại nói Đường Tam Tạng phụng mệnh Quan Âm Bồ Tát và Đường Thái Tông đến Thiên Trúc thỉnh bộ Đại Thừa Phật Pháp Tam Tạng chân kinh về Đại Đường phổ độ chúng sinh.
Từ ngày ra đi đến nay đã được một tháng, hiện trước mặt ông chính là Ngũ Hanh Sơn, một địa điểm du lịch nổi tiếng.
Nhìn ngọn núi cao sừng sững, Đường Tam Tạng chặc lưỡi:
- Hic, giá mà trước đừng tiết kiệm học luôn khóa leo núi có phải tốt hơn không?
Chợt ông nghe tiếng huyên náo bên trái, Đường Tam Tạng vội vàng xách dép chạy sang bên cạnh nghe ngóng....
Đập vào mắt ông là một tấm biển lớn:
 - Triển lãm khỉ bị núi đè mấy trăm năm không chết.
 - Giá vé người lớn: 20 lượng.
 - Trẻ em từ 12 đến 18 tuổi: tính 75 %
 - Dưới 12 tuổi: Tính 50 %
 - Mua mười vé tặng một vé
 Ký tên: Thổ Địa.
Phía bên trong, một ông già ngồi rung đùi vuốt râu, Đường Tam Tạng lại gần hỏi:
- Tôi là người tu hành, có thể free một lần không?
- Không được, thế thì chúng tôi ăn cám à, ông tham thế?
Đường Tam Tạng toan bỏ đi thì nghe tiếng la choi ***i ở đằng sau:
- Ông có phải Đường Tam Tạng, hòa thượng từ Đại Đường đến Tây Thiên Thỉnh Kinh không?
- Chính là bần tăng.
- Thật không đấy? Thời buổi hàng giả nhiều thế này, ông có gì chứng minh không?
Đường Tam Tạng tự ái nói:
- Có giấy chứng nhận do đích thân hoàng thượng ký đây.
Dứt lời, tờ giấy bay vụt khỏi tay ông, Đường Tam Tạng kêu oai oái:
- Cướp giật, cướp giật, bà con ơi, cướp giật.
Thổ địa vỗ vai:
- Ông anh yên chí đi.
- Tôi đầu trọc làm gì có chí mà yên.
- Thì yên tâm đi, con khỉ đấy nó giở trò giật đồ của khách là chuyện thường ấy mà, tí nữa nó trả ngay.
- Khỉ gì mà láo như con cáo, hừ, tại sao lại bị đè ở đây?
- Nó vốn là Tề Thiên Đại Thánh trên trời, phạm tội đại náo thiên cung nên bị Phật Tổ Như Lai phạt nhốt dưới Ngũ Hành Sơn đã năm trăm năm này.
- Trời ơi, năm trăm năm nay rồi? - Đường Tam Tạng kêu lên - chết rồi, thế thì nó bẩn khiếp, nếu để nó cầm thì còn gì là công văn của ta nữa.
Nói rồi Đường Tam Tạng chạy vụt vào bên trong.
Thổ Địa chạy theo la oai oái:
- Ngươi còn chưa mua vé, đứng lại, định xù hả?
Đường Tam Tạng vào bên trong quả nhiên thấy một con khỉ mình đầy lông lá đang bị đè dưới chân núi.
Vừa thấy Đường Tam Tạng, nó kêu lên:
- Sư phụ, mau cứu đệ tử.
- Ê đừng thấy người sang bắt quàng làm họ nhé, ai sư đồ gì với ngươi.
- Con là Tôn Ngộ Không, năm trăm năm trước Phật Tổ Như Lai đã nói năm trăm năm sau sẽ có một vị hòa thượng từ đông thổ đại đường đến Tây Thiên Thỉnh Kinh đi qua đây, nếu con chịu làm đồ đệ của người thì sẽ giải thoát con khỏi Ngũ Hanh Sơn, cái này ghi rõ trong hợp đồng rồi, sư phụ không xù được đâu.
- Thì ra là thế? Nhưng ta làm sao cứu mi?
- Phật Tổ Như Lai đặt password phá núi là bài niệm kinh của Kim Thiền Tử, sư phụ là hậu thân của Kim Thiền Tử, chỉ cần sư phụ đọc một bài kinh thì con sẽ được giải thoát.
- Đọc xong nhớ trả tiền công cho ta nhé. - Đường Tam Tạng làu bàu rồi ngồi xuống tụng kinh.
Quả nhiên một lúc sau, ngọn núi rung rinh rồi nổ tan tành.
Thổ địa chạy vào thấy Tôn Ngộ Không được giải thoát thì giậm chân kêu lên:
- Thôi thế là toi rồi, ngươi đạp đổ nồi cơm của ta rồi.
Tôn Ngộ Không tức giận bay vọt tới gõ liên hồi lên đầu Thổ Địa:
- Dám lấy ta làm vật trưng bày hả?
Đường Tam Tạng thấy Tôn Ngộ Không thoát được bèn nói:
- Ê thế còn vụ ta giải thoát cho mi thì sao?
Tôn Ngộ Không quỳ xuống nói:
- Yên tâm đi, tôi không xù đâu mà sợ, Sư phụ, đệ tử nguyện đi theo người đến Tây Thiên Thỉnh kinh.
- Thật chứ? - Đường Tam Tạng không giấu nổi vẻ thất vọng khi không được trả lương. - free thù lao chứ?
- Ok, điều này Phật Tổ nói rõ rồi, thù lao free luôn.
- Thế thì được, chúng ta lên đường."
1414,Cùng một loại,Truyện cười dân gian,"Đoàn thanh tra sắp đến làm việc tại sở thú, con sư tử bỗng lăn ra chết. Người trông chuồng sư tử lo quá bèn lột bộ da của nó rồi đóng giả con vật xấu số. Sư tử giả đang đi lại trong chuồng, chợt một con báo đến bên khiến hắn ta sợ rúm người, con báo nói:
- Đừng sợ, mình là thủ quỹ đây, cậu còn thuốc lá không? Con voi đằng kia hút sạch gói thuốc của mình rồi!"
1415,Oái oăm,Truyện cười gia đình,"Hai người đứng đợi trước cửa thiên đàng nói chuyện với nhau:
- Vì sao anh chết vậy?
- Tôi chết vì bị đông lạnh.
- Dễ sợ nhỉ! Có bị đau đớn lắm không?
- Chỉ bị lúc đầu thôi. Tôi run lẩy bẩy, rồi đau đớn khắp các ngón chân tay rồi sau đó bị tê cứng, tôi cảm thấy dễ chịu rồi đi vào cái chết như một giấc ngủ. Còn anh thì sao?
- Tôi à? Tôi chết vì bị đau tim đột ngột! Ông biết không, tôi hay tin vợ đang ngoại tình ở nhà liền chạy về nhà để bắt quả tang. Nhưng khi về đến nơi thì tôi chỉ thấy cô ta một mình quấn quanh người một tấm chăn mỏng mà chẳng thấy gã nhân tình kia đâu. Tôi kiếm quanh nhà cả tiếng đồng hồ rồi chạy xuống tầng hầm nhưng chẳng thấy ai, tôi chạy lên tầng hai cũng không thấy. Cuối cùng, tôi hộc tốc chạy lên gác thượng, vừa lên tới nơi thì mệt quá và cơn đau tim ập tới, tôi lăn quay ra chết mà chẳng kịp trăn trối một lời.
- Thật oái oăm thay!
- Anh nói cái gì cơ?
- Vì nếu anh chỉ cần dừng lại ở chỗ cái tủ lạnh thì cả hai chúng ta đâu có đứng ở đây!!!"
1416,Phụ nữ và tâm hồn ăn uống..,Truyện tiếu lâm,"Tại một cuộc thi trắc nghiệm về phụ nữ, người ta đưa ra mấy câu hỏi:
1) Hãy kể tên một số cầu thủ nổi tiếng?
 2) Kể ra một số từ láy mà bạn thường nghĩ đến đầu tiên?
 Và đại đa số các câu trả lời của chị em đã làm ban giám khảo vô cùng khoái chí. Về danh sách các cầu thủ họ liệt kê nào là: Bếch Cam, Bờ Lôm Quýt, Ca Tô Na, Rô Bi Nho, Mắc Kê Lê Lê…
 Còn danh sách từ láy thì họ đưa ra là: Bimbim, Zonzon, Susê, Chôm chôm…"
1417,Dẻo mồm,Truyện cười tình yêu,"Vợ cằn nhằn chồng:
 - Sao sáng nào anh cũng đi cà phê, trưa thì đọc báo, tối lại đi nhậu hết vậy?
 - Anh làm vậy vì em thôi.
 - Tại sao lại vì em?
 - Anh đi cà phê thì mới có tin tức thời sự kể cho em nghe, anh đọc báo để biết shop thời trang, mỹ phẩm nào giảm giá, khuyến mãi cho em chứ.
 - Chứ còn anh đi nhậu?
 - Để khi nhậu về, anh thấy em thật quyến rũ và dịu dàng."
1418,Đến chết vẫn còn lầm lẫn..,Truyện tiếu lâm,"Hai vợ chồng nọ có 5 đứa con: 4 đứa đầu thì trắng trẻo xinh đẹp, chỉ có đứa út đen đủi, xấu xí tệ. Người chồng nghi ngờ lắm nhưng không dám nói ra. Đến lúc lâm chung, mới ra hiệu gọi bà vợ lại hỏi:
- Tôi sắp đi đây, trước khi chết tôi hỏi thật bà một điều. Thằng út…
 - Thằng út làm sao?
 - Nó có thật sự… là con của tôi không?
 - Đến giờ phút này thì tôi cũng không giấu giếm gì ông. Thằng út… mới thật sự là con của ông.
 Ông chồng, tai đã lãng đãng, nên đã mỉm cười ra đi."
1419,Đừng hòng mà thoát,Truyện cười khác,"Một người đàn ông bước xuống sân bay với một vali rất lớn:
- Nhân viên hải quan ra lệnh: Mời ông mở ra để chúng tôi kiểm tra hành lý. Bên trong vali, dưới lớp quần áo có giấu 20 thỏi vàng
- Tội anh nặng đấy....
- Gã đàn ông vừa nói vừa rút bao thuốc ra mời: Tôi biết là tôi sai rồi! Anh hút thuốc nhé!
- Nhân viên hải quan giận dữ nói: Này, đừng hòng mua chuộc được tôi nhé! Cất thuốc đi!
- Gã đàn ông năn nỉ: Vậy thì tôi tin chắc là anh không có lửa, hãy để cho tôi sang cửa hàng ở gần đây mua bao diêm. Xin anh hãy cho tôi hút thuốc lần cuối. Tôi sẽ để vali ở đây làm tin...
- Thôi được, tôi cho anh 2 phút, không hơn không kém.
- Tất nhiên là gã buôn lậu chuồn thẳng. 3 tháng sau, hắn ta lại xuất hiện và xách chiếc vali còn to hơn lần trước. Thật xui xẻo là hắn lại gặp đúng anh nhân viên hải quan cũ.
- Quả đất tròn... ta lại gặp nhau. Nào, mở vali ra xem nào.
- Lần này số vàng nhiều gấp đôi, cũng giấu dưới lớp quần áo. Gã buôn lậu lại giở trò mời hút thuốc. Anh nhân viên hải quan lập tức lên tiếng chặn ngay ý đồ đen tối:
- Anh thừa biết là tôi không hút thuốc và cũng không có bật lửa hay diêm trong người. Nhưng tôi sẽ không mắc lừa đến lần thứ hai đâu. Mời anh giữ vali, tôi sẽ đi mua hộ anh bao diêm để hút thuốc lần cuối."
1420,Hứa Chử đi học…,Truyện cười tam quốc,"Lại nói về Hứa Chử
Hứa Chử là 1 dũng tướng nước Ngụy, Chử có khả năng lấy đầu tướng giặc trong trăm vạn quân dễ như đếm sao trên trời..(???) Chử được quân Ngụy tôn xưng danh hiệu cao quý là “chân tay thay đầu óc”
 Nhưng không chỉ có vậy, ngoài giờ hành chính Chử vẫn tối tối cắp đít đến trường học thêm để nâng cao trình độ…Giờ đây ngoài thú vui chém giết Chử còn thích đem kiến thức học trên mạng và quán net ra lòe đồng nghiệp..
 Chử hỏi Liêu: Ê , mày có biết Tần Thủy Hoàng là ai ko??
 Liêu: pó hand, who is he??( nó là thằng nào)
 Chử: đồ đần độn, nếu mày chịu đi học như tao thì đã biết nó là người đầu tiên tìm ra châu mĩ..
 Thế còn Điển Vi: mày biết Tôn Tử là ai ??
 Điển Vi: có phải thằng bán kết quả không??
 Chử: Đồ vô học, tác giả harry potter mà dám nói thằng bán kết quả..
 Chúng mày không chịu đi học thì sẽ thiếu i ốt suốt đời thôi…
 ĐV, TL: uh, bọn tao không biết Tần Thủy Hoàng và Tôn Tử..nhưng mày có biết Mezzo là ai không??
 Chử: hả, tên nghe lạ quá, nó là thằng nào???
 ĐV, TL: Nó là thằng vẫn đến với vợ mày trong lúc mày đi học buổi tối đó thằng NGU…"
1421,Tại sao lại phải bơi?,Truyện cười khác,"- Anh muốn tình nguyện gia nhập hải quân à?
- Đúng vậy, thưa đô đốc.
- Tốt thôi, anh có biết bơi không?
- Tại sao phải bơi ạ? Chẳng lẽ chỗ các ngài không có tàu à?"
1422,Xấu xí sẽ làm gì?,Truyện cười học sinh,"Trong lớp học, cô giáo hỏi Enna:
- Ước mơ của em sau này là gì Enna?
- Thưa cô, nếu lớn lên xinh đẹp em sẽ làm diễn viên điện ảnh hay người mẫu, còn nếu xấu xí em sẽ làm cô giáo ạ!"
1423,Bẩm toàn chó cả…,Truyện cười dân gian," 
Nhà nọ thấy quan lại tham nhũng, trong lòng rất khinh. Một hôm, các quan đến nhà chơi, trong số đó có cả mấy bạn đồng song thuở trước. Ông ta bảo người nhà dọn rượu thết.
Người nhà bưng mâm lên, ông ta đứng dậy thưa:



- Chả mấy khi rồng đến nhà tôm, các ngài có bụng yêu nhà nho thanh bạch đến chơi, có chén rượu nhạt xin các ngài chiếu cố cho.
Các quan cầm đũa, bấp mấy món. Các quan ăn thấy ngon miệng, liền khề khà hỏi: đây đĩa gì, kia bát gì…
Nhà nho thong thả nói:
- Ðây là chó, kia cũng là chó, bẩm toàn chó cả.
 "
1424,Giấc mơ tuyệt vời..,Truyện tiếu lâm," 
Hai người bạn ngồi trong một quán bar đang kể cho nhau nghe về những giấc mơ của họ.

-Một người nói : Tôi mơ thấy mình đang đi nghỉ má Chỉ có tôi, cái cần câu và một cái hồ lớn tuyệt đẹp. Thật thơ mộng làm sao.

– Người kia kể :Tối qua, tôi cũng có một giấc mơ đẹp,  Tôi mơ thấy mình đang trong vòng tay của hai cô gái xinh đẹp và cả ba đã có một đêm thật tuyệt!

Người đầu tiên mở to mắt nói:

- Cái gì, anh ở với hai cô gái xinh đẹp mà lại không gọi cho tôi à? anh thật là đồ….

- Ồ có chứ , Người kia trả lời:
– Tôi đã gọi nhưng vợ anh nói anh đi câu cá rồi!!!"
